site,depth.cm,date,vwc.daily
15E,10,8/4/2020,3.695518702
15E,10,8/5/2020,5.603008937
15E,10,8/6/2020,5.235697634
15E,10,8/7/2020,4.932351874
15E,10,8/8/2020,4.473005222
15E,10,8/9/2020,4.030068799
15E,10,8/10/2020,3.64962624
15E,10,8/11/2020,3.354055201
15E,10,8/12/2020,3.151855288
15E,10,8/13/2020,3.028466791
15E,10,8/14/2020,2.89526927
15E,10,8/15/2020,2.800219533
15E,10,8/16/2020,2.72557461
15E,10,8/17/2020,2.674542661
15E,10,8/18/2020,2.605012745
15E,10,8/19/2020,2.559177556
15E,10,8/20/2020,2.512762253
15E,10,8/21/2020,2.502462903
15E,10,8/22/2020,2.520676225
15E,10,8/23/2020,2.491323229
15E,10,8/24/2020,2.473572737
15E,10,8/25/2020,2.446508021
15E,10,8/26/2020,2.411495758
15E,10,8/27/2020,2.391668817
15E,10,8/28/2020,2.35774253
15E,10,8/29/2020,2.327184485
15E,10,8/30/2020,2.342087158
15E,10,8/31/2020,2.312877992
15E,10,9/1/2020,2.323946425
15E,10,9/2/2020,2.322491489
15E,10,9/3/2020,2.309931111
15E,10,9/4/2020,2.306558432
15E,10,9/5/2020,2.301180178
15E,10,9/6/2020,2.287200001
15E,10,9/7/2020,2.254775669
15E,10,9/8/2020,2.150643229
15E,10,9/9/2020,2.767466949
15E,10,9/10/2020,3.286896321
15E,10,9/11/2020,3.321690573
15E,10,9/12/2020,3.468244384
15E,10,9/13/2020,3.628900996
15E,10,9/14/2020,3.660768348
15E,10,9/15/2020,3.638685866
15E,10,9/16/2020,3.566357765
15E,10,9/17/2020,3.459349281
15E,10,9/18/2020,3.382351724
15E,10,9/19/2020,3.328273239
15E,10,9/20/2020,3.228727772
15E,10,9/21/2020,3.080497818
15E,10,9/22/2020,2.979357739
15E,10,9/23/2020,2.881940201
15E,10,9/24/2020,2.771720565
15E,10,9/25/2020,2.69841893
15E,10,9/26/2020,2.625326057
15E,10,9/27/2020,2.508495819
15E,10,9/28/2020,2.474677281
15E,10,9/29/2020,2.518720274
15E,10,9/30/2020,2.54139151
15E,10,10/1/2020,2.514311007
15E,10,10/2/2020,2.520652479
15E,10,10/3/2020,2.505752128
15E,10,10/4/2020,2.487309618
15E,10,10/5/2020,2.492205907
15E,10,10/6/2020,2.472322141
15E,10,10/7/2020,2.485685852
15E,10,10/8/2020,2.462618114
15E,10,10/9/2020,2.448846539
15E,10,10/10/2020,2.419799341
15E,10,10/11/2020,2.392021873
15E,10,10/12/2020,2.344468683
15E,10,10/13/2020,2.3679659
15E,10,10/14/2020,2.361522231
15E,10,10/15/2020,2.287998135
15E,10,10/16/2020,2.270992782
15E,10,10/17/2020,2.320311146
15E,10,10/18/2020,2.247549842
15E,10,10/19/2020,2.248541562
15E,10,10/20/2020,2.290570889
15E,10,10/21/2020,2.292071158
15E,10,10/22/2020,2.245780234
15E,10,10/23/2020,2.195972738
15E,10,10/24/2020,2.2022091
15E,10,10/25/2020,2.179103976
15E,10,10/26/2020,2.181314113
15E,10,10/27/2020,2.185122549
15E,10,10/28/2020,2.348258984
15E,10,10/29/2020,4.454824788
15E,10,10/30/2020,7.269615638
15E,10,10/31/2020,6.878660247
15E,10,11/1/2020,6.261208582
15E,10,11/2/2020,6.148592201
15E,10,11/3/2020,6.075097529
15E,10,11/4/2020,6.020655761
15E,10,11/5/2020,5.937488109
15E,10,11/6/2020,5.796648939
15E,10,11/7/2020,5.719545353
15E,10,11/8/2020,5.585384616
15E,10,11/9/2020,5.270711635
15E,10,11/10/2020,5.184216215
15E,10,11/11/2020,5.0507175
15E,10,11/12/2020,5.007964213
15E,10,11/13/2020,4.566995222
15E,10,11/14/2020,5.205426717
15E,10,11/15/2020,4.942186543
15E,10,11/16/2020,5.451408539
15E,10,11/17/2020,5.526799239
15E,10,11/18/2020,5.479662596
15E,10,11/19/2020,5.490258777
15E,10,11/20/2020,5.396328673
15E,10,11/21/2020,5.238660468
15E,10,11/22/2020,5.095418798
15E,10,11/23/2020,5.180759563
15E,10,11/24/2020,5.264915849
15E,10,11/25/2020,4.871214981
15E,10,11/26/2020,5.127613972
15E,10,11/27/2020,4.804052762
15E,10,11/28/2020,4.625574031
15E,10,11/29/2020,4.981606419
15E,10,11/30/2020,4.356681471
15E,10,12/1/2020,4.988360948
15E,10,12/2/2020,4.015872656
15E,10,12/3/2020,3.660606354
15E,10,12/4/2020,4.348430293
15E,10,12/5/2020,4.933974668
15E,10,12/6/2020,4.757703579
15E,10,12/7/2020,4.807593082
15E,10,12/8/2020,4.810644645
15E,10,12/9/2020,4.870438597
15E,10,12/10/2020,4.832138585
15E,10,12/11/2020,4.707672817
15E,10,12/12/2020,4.635118343
15E,10,12/13/2020,4.270699027
15E,10,12/14/2020,3.744656867
15E,10,12/15/2020,3.534224631
15E,10,12/16/2020,3.299667778
15E,10,12/17/2020,3.283184608
15E,10,12/18/2020,3.505707886
15E,10,12/19/2020,3.237183917
15E,10,12/20/2020,3.40975135
15E,10,12/21/2020,4.416824078
15E,10,12/22/2020,4.59517748
15E,10,12/23/2020,3.953812916
15E,10,12/24/2020,3.527186465
15E,10,12/25/2020,4.043522034
15E,10,12/26/2020,4.354485215
15E,10,12/27/2020,4.690138428
15E,10,12/28/2020,3.786892419
15E,10,12/29/2020,3.725788577
15E,10,12/30/2020,3.282575271
15E,10,12/31/2020,3.150864264
15E,10,1/1/2021,3.225363533
15E,10,1/2/2021,3.111199376
15E,10,1/3/2021,3.11028745
15E,10,1/4/2021,3.133995343
15E,10,1/5/2021,3.173042471
15E,10,1/6/2021,3.17959955
15E,10,1/7/2021,3.121413769
15E,10,1/8/2021,3.170981178
15E,10,1/9/2021,3.184989867
15E,10,1/10/2021,3.289504112
15E,10,1/11/2021,3.215132336
15E,10,1/12/2021,3.184081087
15E,10,1/13/2021,3.50941012
15E,10,1/14/2021,3.813445733
15E,10,1/15/2021,3.303311688
15E,10,1/16/2021,3.702090753
15E,10,1/17/2021,3.560296157
15E,10,1/18/2021,3.799590197
15E,10,1/19/2021,3.314763011
15E,10,1/20/2021,3.379267276
15E,10,1/21/2021,3.890528048
15E,10,1/22/2021,3.767713993
15E,10,1/23/2021,3.632656723
15E,10,1/24/2021,3.462315042
15E,10,1/25/2021,3.309733588
15E,10,1/26/2021,3.218800301
15E,10,1/27/2021,3.178858689
15E,10,1/28/2021,3.180443573
15E,10,1/29/2021,3.543359381
15E,10,1/30/2021,4.427550766
15E,10,1/31/2021,4.698725464
15E,10,2/1/2021,4.375022112
15E,10,2/2/2021,4.781485883
15E,10,2/3/2021,5.18031659
15E,10,2/4/2021,4.70817729
15E,10,2/5/2021,4.198372815
15E,10,2/6/2021,3.674722248
15E,10,2/7/2021,3.865795389
15E,10,2/8/2021,3.345186202
15E,10,2/9/2021,3.166061398
15E,10,2/10/2021,3.031710014
15E,10,2/11/2021,2.943753154
15E,10,2/12/2021,2.735502247
15E,10,2/13/2021,2.731043646
15E,10,2/14/2021,2.717977757
15E,10,2/15/2021,2.703036823
15E,10,2/16/2021,2.746061617
15E,10,2/17/2021,2.834902198
15E,10,2/18/2021,2.896013041
15E,10,2/19/2021,2.885411668
15E,10,2/20/2021,2.912079039
15E,10,2/21/2021,2.966938158
15E,10,2/22/2021,3.36696502
15E,10,2/23/2021,4.04491588
15E,10,2/24/2021,3.770696897
15E,10,2/25/2021,3.927775294
15E,10,2/26/2021,3.699841937
15E,10,2/27/2021,3.738654487
15E,10,2/28/2021,3.525911382
15E,10,3/1/2021,3.813038034
15E,10,3/2/2021,4.706293112
15E,10,3/3/2021,5.666143487
15E,10,3/4/2021,5.756536019
15E,10,3/5/2021,5.814344687
15E,10,3/6/2021,5.863583396
15E,10,3/7/2021,5.95106615
15E,10,3/8/2021,5.85901045
15E,10,3/9/2021,5.802516402
15E,10,3/10/2021,5.695042416
15E,10,3/11/2021,5.453053774
15E,10,3/12/2021,5.536718291
15E,10,3/13/2021,5.658066193
15E,10,3/14/2021,6.709149562
15E,10,3/15/2021,7.207286479
15E,10,3/16/2021,7.305744413
15E,10,3/17/2021,7.399339442
15E,10,3/18/2021,7.401391374
15E,10,3/19/2021,7.791367586
15E,10,3/20/2021,9.151495212
15E,10,3/21/2021,9.698884134
15E,10,3/22/2021,9.689279691
15E,10,3/23/2021,10.19026977
15E,10,3/24/2021,9.98306795
15E,10,3/25/2021,9.070678698
15E,10,3/26/2021,8.964736578
15E,10,3/27/2021,8.386266526
15E,10,3/28/2021,7.898628409
15E,10,3/29/2021,7.760707186
15E,10,3/30/2021,7.307416851
15E,10,3/31/2021,7.005872694
15E,10,4/1/2021,7.073060818
15E,10,4/2/2021,7.057416387
15E,10,4/3/2021,7.049911919
15E,10,4/4/2021,6.882441918
15E,10,4/5/2021,6.791190322
15E,10,4/6/2021,6.498694917
15E,10,4/7/2021,6.326958917
15E,10,4/8/2021,6.345119225
15E,10,4/9/2021,6.175385389
15E,10,4/10/2021,6.130310776
15E,10,4/11/2021,6.022507703
15E,10,4/12/2021,5.836508981
15E,10,4/13/2021,5.806834579
15E,10,4/14/2021,5.697665274
15E,10,4/15/2021,5.594944105
15E,10,4/16/2021,6.578704228
15E,10,4/17/2021,7.038928345
15E,10,4/18/2021,6.866313008
15E,10,4/19/2021,6.554513794
15E,10,4/20/2021,7.17184577
15E,10,4/21/2021,7.319601239
15E,10,4/22/2021,7.53574379
15E,10,4/23/2021,7.243918166
15E,10,4/24/2021,7.128666955
15E,10,4/25/2021,7.127017045
15E,10,4/26/2021,6.873598915
15E,10,4/27/2021,9.06758451
15E,10,4/28/2021,9.908341204
15E,10,4/29/2021,8.61269146
15E,10,4/30/2021,8.020738297
15E,10,5/1/2021,7.612226878
15E,10,5/2/2021,7.245491397
15E,10,5/3/2021,8.607249064
15E,10,5/4/2021,8.650074587
15E,10,5/5/2021,8.281579177
15E,10,5/6/2021,7.949179586
15E,10,5/7/2021,7.607776316
15E,10,5/8/2021,7.165330814
15E,10,5/9/2021,6.752900856
15E,10,5/10/2021,8.391303698
15E,10,5/11/2021,10.36343941
15E,10,5/12/2021,10.00409192
15E,10,5/13/2021,9.172711225
15E,10,5/14/2021,8.318323721
15E,10,5/15/2021,7.803371259
15E,10,5/16/2021,7.668320655
15E,10,5/17/2021,7.396825251
15E,10,5/18/2021,7.301794712
15E,10,5/19/2021,7.003592297
15E,10,5/20/2021,6.431093303
15E,10,5/21/2021,5.70750937
15E,10,5/22/2021,5.268096354
15E,10,5/23/2021,5.402841508
15E,10,5/24/2021,5.837091373
15E,10,5/25/2021,5.382206738
15E,10,5/26/2021,4.876370732
15E,10,5/27/2021,4.549990082
15E,10,5/28/2021,4.267893672
15E,10,5/29/2021,4.000329682
15E,10,5/30/2021,4.929031478
15E,10,5/31/2021,6.039753823
15E,10,6/1/2021,5.61409612
15E,10,6/2/2021,5.489262106
15E,10,6/3/2021,5.015033154
15E,10,6/4/2021,4.421969823
15E,10,6/5/2021,3.960156601
15E,10,6/6/2021,3.782901474
15E,10,6/7/2021,4.527877883
15E,10,6/8/2021,5.218251325
15E,10,6/9/2021,4.506687998
15E,10,6/10/2021,3.873484632
15E,10,6/11/2021,3.580756876
15E,10,6/12/2021,3.398473733
15E,10,6/13/2021,3.289499061
15E,10,6/14/2021,3.15841855
15E,10,6/15/2021,3.033440155
15E,10,6/16/2021,2.887929922
15E,10,6/17/2021,2.796301146
15E,10,6/18/2021,2.723789276
15E,10,6/19/2021,2.668092842
15E,10,6/20/2021,2.691054946
15E,10,6/21/2021,2.637854049
15E,10,6/22/2021,2.674709469
15E,10,6/23/2021,2.637475003
15E,10,6/24/2021,2.593703073
15E,10,6/25/2021,2.537040631
15E,10,6/26/2021,2.612971042
15E,10,6/27/2021,2.602034301
15E,10,6/28/2021,2.591436793
15E,10,6/29/2021,2.749541883
15E,10,6/30/2021,3.296258256
15E,10,7/1/2021,9.068449583
15E,10,7/2/2021,7.858666324
15E,10,7/3/2021,7.062719853
15E,10,7/4/2021,6.673313759
15E,10,7/5/2021,6.309502856
15E,10,7/6/2021,5.84339304
15E,10,7/7/2021,5.399829441
15E,10,7/8/2021,NA
15E,10,7/9/2021,NA
15E,10,7/10/2021,NA
15E,10,7/11/2021,NA
15E,10,7/12/2021,NA
15E,10,7/13/2021,NA
15E,10,7/14/2021,NA
15E,10,7/15/2021,NA
15E,10,7/16/2021,NA
15E,10,7/17/2021,NA
15E,10,7/18/2021,NA
15E,10,7/19/2021,NA
15E,10,7/20/2021,NA
15E,10,7/21/2021,NA
15E,10,7/22/2021,NA
15E,10,7/23/2021,NA
15E,10,7/24/2021,NA
15E,10,7/25/2021,NA
15E,10,7/26/2021,NA
15E,10,7/27/2021,NA
15E,10,7/28/2021,NA
15E,10,7/29/2021,2.462414323
15E,10,7/30/2021,NA
15E,10,7/31/2021,NA
15E,10,8/1/2021,2.552137221
15E,10,8/2/2021,2.474106692
15E,10,8/3/2021,2.455860002
15E,10,8/4/2021,2.492538367
15E,10,8/5/2021,2.479501576
15E,10,8/6/2021,2.415092357
15E,10,8/7/2021,2.383225125
15E,10,8/8/2021,2.441893892
15E,10,8/9/2021,2.443106701
15E,10,8/10/2021,2.410884122
15E,10,8/11/2021,2.375677278
15E,10,8/12/2021,2.3471622
15E,10,8/13/2021,2.338474271
15E,10,8/14/2021,2.511833455
15E,10,8/15/2021,2.535890837
15E,10,8/16/2021,2.564071583
15E,10,8/17/2021,2.529176514
15E,10,8/18/2021,2.462952594
15E,10,8/19/2021,2.389235559
15E,10,8/20/2021,7.098081712
15E,10,8/21/2021,6.734688898
15E,10,8/22/2021,6.372621395
15E,10,8/23/2021,6.033589692
15E,10,8/24/2021,5.599164984
15E,10,8/25/2021,5.156337601
15E,10,8/26/2021,5.178839345
15E,10,8/27/2021,6.770258332
15E,10,8/28/2021,6.007859413
15E,10,8/29/2021,5.463932161
15E,10,8/30/2021,5.043565765
15E,10,8/31/2021,4.602033228
15E,10,9/1/2021,4.211907506
15E,10,9/2/2021,3.948909857
15E,10,9/3/2021,3.731446606
15E,10,9/4/2021,3.694463135
15E,10,9/5/2021,3.640027365
15E,10,9/6/2021,3.592096043
15E,10,9/7/2021,3.508381463
15E,10,9/8/2021,3.407237713
15E,10,9/9/2021,3.289304601
15E,10,9/10/2021,3.165700797
15E,10,9/11/2021,3.019910084
15E,10,9/12/2021,2.843579647
15E,10,9/13/2021,2.76973575
15E,10,9/14/2021,2.73967773
15E,10,9/15/2021,2.751618889
15E,10,9/16/2021,2.725218523
15E,10,9/17/2021,2.628901987
15E,10,9/18/2021,2.601110403
15E,10,9/19/2021,2.543303218
15E,10,9/20/2021,2.520221781
15E,10,9/21/2021,2.404492231
15E,10,9/22/2021,2.556016349
15E,10,9/23/2021,NA
15E,10,9/24/2021,NA
15E,10,9/25/2021,NA
15E,10,9/26/2021,NA
15E,10,9/27/2021,NA
15E,10,9/28/2021,NA
15E,10,9/29/2021,NA
15E,10,9/30/2021,NA
15E,10,10/1/2021,NA
15E,10,10/2/2021,NA
15E,10,10/3/2021,NA
15E,10,10/4/2021,NA
15E,10,10/5/2021,NA
15E,10,10/6/2021,NA
15E,10,10/7/2021,NA
15E,10,10/8/2021,NA
15E,10,10/9/2021,NA
15E,10,10/10/2021,NA
15E,10,10/11/2021,NA
15E,10,10/12/2021,NA
15E,10,10/13/2021,NA
15E,10,10/14/2021,NA
15E,10,10/15/2021,NA
15E,10,10/16/2021,NA
15E,10,10/17/2021,NA
15E,10,10/18/2021,NA
15E,10,10/19/2021,NA
15E,10,10/20/2021,NA
15E,10,10/21/2021,NA
15E,10,10/22/2021,NA
15E,10,10/23/2021,NA
15E,10,10/24/2021,NA
15E,10,10/25/2021,NA
15E,10,10/26/2021,NA
15E,10,10/27/2021,NA
15E,10,10/28/2021,NA
15E,10,10/29/2021,NA
15E,10,10/30/2021,NA
15E,10,10/31/2021,NA
15E,10,11/1/2021,NA
15E,10,11/2/2021,NA
15E,10,11/3/2021,NA
15E,10,11/4/2021,NA
15E,10,11/5/2021,NA
15E,10,11/6/2021,NA
15E,10,11/7/2021,NA
15E,10,11/8/2021,NA
15E,10,11/9/2021,NA
15E,10,11/10/2021,NA
15E,10,11/11/2021,NA
15E,10,11/12/2021,NA
15E,10,11/13/2021,NA
15E,10,11/14/2021,NA
15E,10,11/15/2021,NA
15E,10,11/16/2021,NA
15E,10,11/17/2021,NA
15E,10,11/18/2021,NA
15E,10,11/19/2021,NA
15E,10,11/20/2021,NA
15E,10,11/21/2021,NA
15E,10,11/22/2021,NA
15E,10,11/23/2021,NA
15E,10,11/24/2021,NA
15E,10,11/25/2021,NA
15E,10,11/26/2021,NA
15E,10,11/27/2021,NA
15E,10,11/28/2021,NA
15E,10,11/29/2021,NA
15E,10,11/30/2021,NA
15E,10,12/1/2021,NA
15E,10,12/2/2021,NA
15E,10,12/3/2021,NA
15E,10,12/4/2021,NA
15E,10,12/5/2021,NA
15E,10,12/6/2021,NA
15E,10,12/7/2021,NA
15E,10,12/8/2021,NA
15E,10,12/9/2021,NA
15E,10,12/10/2021,NA
15E,10,12/11/2021,NA
15E,10,12/12/2021,NA
15E,10,12/13/2021,NA
15E,10,12/14/2021,NA
15E,10,12/15/2021,NA
15E,10,12/16/2021,NA
15E,10,12/17/2021,NA
15E,10,12/18/2021,NA
15E,10,12/19/2021,NA
15E,10,12/20/2021,NA
15E,10,12/21/2021,NA
15E,10,12/22/2021,NA
15E,10,12/23/2021,NA
15E,10,12/24/2021,NA
15E,10,12/25/2021,NA
15E,10,12/26/2021,NA
15E,10,12/27/2021,NA
15E,10,12/28/2021,NA
15E,10,12/29/2021,NA
15E,10,12/30/2021,NA
15E,10,12/31/2021,NA
15E,10,1/1/2022,NA
15E,10,1/2/2022,NA
15E,10,1/3/2022,NA
15E,10,1/4/2022,NA
15E,10,1/5/2022,NA
15E,10,1/6/2022,NA
15E,10,1/7/2022,NA
15E,10,1/8/2022,NA
15E,10,1/9/2022,NA
15E,10,1/10/2022,NA
15E,10,1/11/2022,NA
15E,10,1/12/2022,NA
15E,10,1/13/2022,NA
15E,10,1/14/2022,NA
15E,10,1/15/2022,NA
15E,10,1/16/2022,NA
15E,10,1/17/2022,NA
15E,10,1/18/2022,NA
15E,10,1/19/2022,NA
15E,10,1/20/2022,NA
15E,10,1/21/2022,NA
15E,10,1/22/2022,NA
15E,10,1/23/2022,NA
15E,10,1/24/2022,NA
15E,10,1/25/2022,NA
15E,10,1/26/2022,NA
15E,10,1/27/2022,NA
15E,10,1/28/2022,NA
15E,10,1/29/2022,NA
15E,10,1/30/2022,NA
15E,10,1/31/2022,NA
15E,10,2/1/2022,NA
15E,10,2/2/2022,NA
15E,10,2/3/2022,NA
15E,10,2/4/2022,NA
15E,10,2/5/2022,NA
15E,10,2/6/2022,NA
15E,10,2/7/2022,NA
15E,10,2/8/2022,NA
15E,10,2/9/2022,NA
15E,10,2/10/2022,NA
15E,10,2/11/2022,NA
15E,10,2/12/2022,NA
15E,10,2/13/2022,NA
15E,10,2/14/2022,NA
15E,10,2/15/2022,NA
15E,10,2/16/2022,NA
15E,10,2/17/2022,NA
15E,10,2/18/2022,NA
15E,10,2/19/2022,NA
15E,10,2/20/2022,NA
15E,10,2/21/2022,NA
15E,10,2/22/2022,NA
15E,10,2/23/2022,NA
15E,10,2/24/2022,NA
15E,10,2/25/2022,NA
15E,10,2/26/2022,NA
15E,10,2/27/2022,NA
15E,10,2/28/2022,NA
15E,10,3/1/2022,NA
15E,10,3/2/2022,NA
15E,10,3/3/2022,NA
15E,10,3/4/2022,NA
15E,10,3/5/2022,NA
15E,10,3/6/2022,NA
15E,10,3/7/2022,NA
15E,10,3/8/2022,NA
15E,10,3/9/2022,NA
15E,10,3/10/2022,NA
15E,10,3/11/2022,NA
15E,10,3/12/2022,NA
15E,10,3/13/2022,NA
15E,10,3/14/2022,NA
15E,10,3/15/2022,NA
15E,10,3/16/2022,NA
15E,10,3/17/2022,NA
15E,10,3/18/2022,NA
15E,10,3/19/2022,NA
15E,10,3/20/2022,NA
15E,10,3/21/2022,NA
15E,10,3/22/2022,NA
15E,10,3/23/2022,NA
15E,10,3/24/2022,NA
15E,10,3/25/2022,NA
15E,10,3/26/2022,NA
15E,10,3/27/2022,NA
15E,10,3/28/2022,NA
15E,10,3/29/2022,NA
15E,10,3/30/2022,NA
15E,10,3/31/2022,NA
15E,10,4/1/2022,NA
15E,10,4/2/2022,NA
15E,10,4/3/2022,NA
15E,10,4/4/2022,NA
15E,10,4/5/2022,NA
15E,10,4/6/2022,NA
15E,10,4/7/2022,NA
15E,10,4/8/2022,NA
15E,10,4/9/2022,NA
15E,10,4/10/2022,NA
15E,10,4/11/2022,NA
15E,10,4/12/2022,NA
15E,10,4/13/2022,NA
15E,10,4/14/2022,NA
15E,10,4/15/2022,NA
15E,10,4/16/2022,NA
15E,10,4/17/2022,NA
15E,10,4/18/2022,NA
15E,10,4/19/2022,NA
15E,10,4/20/2022,NA
15E,10,4/21/2022,NA
15E,10,4/22/2022,NA
15E,10,4/23/2022,NA
15E,10,4/24/2022,NA
15E,10,4/25/2022,NA
15E,10,4/26/2022,NA
15E,10,4/27/2022,NA
15E,10,4/28/2022,NA
15E,10,4/29/2022,NA
15E,10,4/30/2022,NA
15E,10,5/1/2022,NA
15E,10,5/2/2022,NA
15E,10,5/3/2022,NA
15E,10,5/4/2022,NA
15E,10,5/5/2022,NA
15E,10,5/6/2022,NA
15E,10,5/7/2022,NA
15E,10,5/8/2022,NA
15E,10,5/9/2022,NA
15E,10,5/10/2022,NA
15E,10,5/11/2022,NA
15E,10,5/12/2022,NA
15E,10,5/13/2022,NA
15E,10,5/14/2022,NA
15E,10,5/15/2022,NA
15E,10,5/16/2022,NA
15E,10,5/17/2022,NA
15E,10,5/18/2022,NA
15E,10,5/19/2022,NA
15E,10,5/20/2022,NA
15E,10,5/21/2022,NA
15E,10,5/22/2022,NA
15E,10,5/23/2022,NA
15E,10,5/24/2022,NA
15E,10,5/25/2022,NA
15E,10,5/26/2022,NA
15E,10,5/27/2022,NA
15E,10,5/28/2022,NA
15E,10,5/29/2022,NA
15E,10,5/30/2022,NA
15E,10,5/31/2022,NA
15E,10,6/1/2022,NA
15E,10,6/2/2022,NA
15E,10,6/3/2022,NA
15E,10,6/4/2022,NA
15E,10,6/5/2022,NA
15E,10,6/6/2022,NA
15E,10,6/7/2022,NA
15E,10,6/8/2022,NA
15E,10,6/9/2022,NA
15E,10,6/10/2022,NA
15E,10,6/11/2022,NA
15E,10,6/12/2022,NA
15E,10,6/13/2022,NA
15E,10,6/14/2022,NA
15E,10,6/15/2022,NA
15E,10,6/16/2022,NA
15E,10,6/17/2022,NA
15E,10,6/18/2022,NA
15E,10,6/19/2022,NA
15E,10,6/20/2022,NA
15E,10,6/21/2022,NA
15E,10,6/22/2022,NA
15E,10,6/23/2022,NA
15E,10,6/24/2022,NA
15E,10,6/25/2022,NA
15E,10,6/26/2022,NA
15E,10,6/27/2022,NA
15E,10,6/28/2022,NA
15E,10,6/29/2022,NA
15E,10,6/30/2022,NA
15E,10,7/1/2022,NA
15E,10,7/2/2022,NA
15E,10,7/3/2022,NA
15E,10,7/4/2022,NA
15E,10,7/5/2022,NA
15E,10,7/6/2022,NA
15E,10,7/7/2022,NA
15E,10,7/8/2022,NA
15E,10,7/9/2022,NA
15E,10,7/10/2022,NA
15E,10,7/11/2022,NA
15E,10,7/12/2022,NA
15E,10,7/13/2022,NA
15E,10,7/14/2022,NA
15E,10,7/15/2022,NA
15E,10,7/16/2022,NA
15E,10,7/17/2022,NA
15E,10,7/18/2022,NA
15E,10,7/19/2022,NA
15E,10,7/20/2022,NA
15E,10,7/21/2022,NA
15E,10,7/22/2022,NA
15E,10,7/23/2022,NA
15E,10,7/24/2022,NA
15E,10,7/25/2022,NA
15E,10,7/26/2022,NA
15E,10,7/27/2022,NA
15E,10,7/28/2022,NA
15E,10,7/29/2022,NA
15E,10,7/30/2022,NA
15E,10,7/31/2022,NA
15E,10,8/1/2022,NA
15E,10,8/2/2022,NA
15E,10,8/3/2022,NA
15E,10,8/4/2022,NA
15E,10,8/5/2022,NA
15E,10,8/6/2022,NA
15E,10,8/7/2022,NA
15E,10,8/8/2022,NA
15E,10,8/9/2022,NA
15E,10,8/10/2022,NA
15E,10,8/11/2022,NA
15E,10,8/12/2022,NA
15E,10,8/13/2022,NA
15E,10,8/14/2022,NA
15E,10,8/15/2022,NA
15E,10,8/16/2022,NA
15E,10,8/17/2022,NA
15E,10,8/18/2022,NA
15E,10,8/19/2022,NA
15E,10,8/20/2022,NA
15E,10,8/21/2022,NA
15E,10,8/22/2022,NA
15E,10,8/23/2022,NA
15E,10,8/24/2022,NA
15E,10,8/25/2022,NA
15E,10,8/26/2022,NA
15E,10,8/27/2022,NA
15E,10,8/28/2022,NA
15E,10,8/29/2022,NA
15E,10,8/30/2022,NA
15E,10,8/31/2022,NA
15E,10,9/1/2022,NA
15E,10,9/2/2022,NA
15E,10,9/3/2022,NA
15E,10,9/4/2022,NA
15E,10,9/5/2022,NA
15E,10,9/6/2022,NA
15E,10,9/7/2022,NA
15E,10,9/8/2022,NA
15E,10,9/9/2022,NA
15E,10,9/10/2022,NA
15E,10,9/11/2022,NA
15E,10,9/12/2022,NA
15E,10,9/13/2022,NA
15E,10,9/14/2022,NA
15E,10,9/15/2022,NA
15E,10,9/16/2022,NA
15E,10,9/17/2022,NA
15E,10,9/18/2022,NA
15E,10,9/19/2022,NA
15E,10,9/20/2022,NA
15E,10,9/21/2022,NA
15E,10,9/22/2022,NA
15E,10,9/23/2022,NA
15E,10,9/24/2022,NA
15E,10,9/25/2022,NA
15E,10,9/26/2022,NA
15E,10,9/27/2022,NA
15E,10,9/28/2022,NA
15E,10,9/29/2022,NA
15E,10,9/30/2022,NA
15E,10,10/1/2022,NA
15E,10,10/2/2022,NA
15E,10,10/3/2022,NA
15E,10,10/4/2022,NA
15E,10,10/5/2022,NA
15E,10,10/6/2022,NA
15E,10,10/7/2022,NA
15E,10,10/8/2022,NA
15E,10,10/9/2022,NA
15E,10,10/10/2022,NA
15E,10,10/11/2022,NA
15E,10,10/12/2022,NA
15E,10,10/13/2022,NA
15E,10,10/14/2022,NA
15E,10,10/15/2022,NA
15E,10,10/16/2022,NA
15E,10,10/17/2022,NA
15E,10,10/18/2022,NA
15E,10,10/19/2022,NA
15E,10,10/20/2022,NA
15E,10,10/21/2022,NA
15E,10,10/22/2022,NA
15E,10,10/23/2022,NA
15E,10,10/24/2022,NA
15E,10,10/25/2022,NA
15E,10,10/26/2022,NA
15E,10,10/27/2022,NA
15E,10,10/28/2022,NA
15E,10,10/29/2022,NA
15E,10,10/30/2022,NA
15E,10,10/31/2022,NA
15E,10,11/1/2022,NA
15E,10,11/2/2022,NA
15E,10,11/3/2022,NA
15E,10,11/4/2022,NA
15E,10,11/5/2022,NA
15E,10,11/6/2022,NA
15E,10,11/7/2022,NA
15E,10,11/8/2022,NA
15E,10,11/9/2022,NA
15E,10,11/10/2022,NA
15E,10,11/11/2022,NA
15E,10,11/12/2022,NA
15E,10,11/13/2022,NA
15E,10,11/14/2022,NA
15E,10,11/15/2022,NA
15E,10,11/16/2022,NA
15E,10,11/17/2022,NA
15E,10,11/18/2022,NA
15E,10,11/19/2022,NA
15E,10,11/20/2022,NA
15E,10,11/21/2022,NA
15E,10,11/22/2022,NA
15E,10,11/23/2022,NA
15E,10,11/24/2022,NA
15E,10,11/25/2022,NA
15E,10,11/26/2022,NA
15E,10,11/27/2022,NA
15E,10,11/28/2022,NA
15E,10,11/29/2022,NA
15E,10,12/1/2022,NA
15E,10,12/2/2022,NA
15E,10,12/3/2022,NA
15E,10,12/4/2022,NA
15E,10,12/5/2022,NA
